item_id,item_type,title,organization,status,last_checked,geography,eligible_users,project_stage,topic_tags,support_type,amount_or_cost,match_or_cost,deadline_or_availability,summary,why_it_matters
RERC-RES-0033,Resource,AARP Livability Index,AARP Public Policy Institute,Available,2026-07-13,National,Residents; local governments; planners; community organizations,Idea; Planning,livability; housing; transportation; health; environment; opportunity,Community data tool,Free,None,Available online,"Provides local scores and data for housing, neighborhoods, transportation, health, environment, engagement, and opportunity.",Can give an action plan a quick starting point for community strengths and needs. Review the source data before making decisions.
RERC-RES-0049,Resource,Planning KnowledgeBase,American Planning Association,Available,2026-07-13,National,Local officials; planners; community organizations; project teams,Idea; Planning,planning; land use; zoning; community development; best practices,Reference library,Some content is public; some may require membership,None,Availability varies by item,Collects planning guidance and examples by topic.,Can help a team find background information and examples for land use and community planning actions.
RERC-RES-0056,Resource,Rural and Tribal Community Resources,Build America Bureau,Available,2026-07-13,National,Rural local governments; Tribes; transportation project sponsors,Idea; Planning; Application,rural transportation; tribal; project development; funding,Resource hub,Free,None,Available online,"Collects project development, funding, financing, and technical assistance resources for rural and Tribal communities.",Can help a small team prepare transportation projects and find the right federal help.
RERC-RES-0054,Resource,Rural Innovation Initiative,Center on Rural Innovation,Available,2026-06-09,National,Rural communities and local coalitions building entrepreneurship ecosystems,Mixed,"rural entrepreneurship, digital economy, ecosystem building, grant readiness, strategy",Technical Assistance,TA value varies,None,Cohort-based cycles; verify current application period,"Builds rural business ecosystems that can support recreation, tourism, remote work, and main street growth.","Builds rural business ecosystems that can support recreation, tourism, remote work, and main street growth."
RERC-RES-0037,Resource,BRIC Direct Technical Assistance,Federal Emergency Management Agency,Available,2026-07-13,National,Local governments; Tribes; territories; priority rural and high-risk communities,Idea; Planning; Design,hazard mitigation; resilience; planning; nature-based solutions,Technical assistance,Free,None,Request and selection process varies,"Provides hands-on help with risk assessment, community engagement, partnerships, planning, and project design. It does not provide money.",Can help a small community prepare a stronger hazard mitigation project before seeking funds.
RERC-RES-0038,Resource,Benefit-Cost Analysis Toolkit,Federal Emergency Management Agency,Available,2026-07-13,National,Local governments; Tribes; states; hazard mitigation applicants; technical partners,Planning; Application,hazard mitigation; benefit-cost analysis; grant application,Calculator and guidance,Free,None,Available online,"Provides FEMA methods, software, and guidance for benefit-cost analysis.",Many hazard mitigation grants require this analysis before a project can be funded.
RERC-RES-0042,Resource,Hazus,Federal Emergency Management Agency,Available,2026-07-13,National,Emergency managers; planners; local governments; Tribes; technical partners,Planning; Design,hazards; risk; flooding; earthquakes; hurricanes; mapping,Risk analysis software,Free,None,Available online,"Estimates possible losses from floods, hurricanes, earthquakes, and other hazards.","Can help a community understand risks to people, buildings, roads, parks, and local businesses."
RERC-RES-0048,Resource,Pedestrian and Bicycle Funding Resources,Federal Highway Administration,Available,2026-07-13,National,Local governments; transportation agencies; planning groups; community partners,Planning; Design,walking; biking; trails; transportation funding,Funding guide,Free,None,Available online,Collects funding programs and guidance for walking and biking projects.,"Helps communities connect trails, downtown streets, schools, parks, and neighborhoods."
RERC-RES-0060,Resource,Transportation Planning Capacity Building Program,Federal Highway Administration and Federal Transit Administration,Available,2026-07-13,National,State; local; regional; and Tribal governments; transit agencies; community leaders,Idea; Planning,transportation planning; training; peer help; rural,Training and technical assistance,Free,None,Available online; peer help has its own request process,"Provides training, planning tools, a resource hub, and free peer assistance.",Can help a rural team understand transportation planning and build staff skills before applying for funds.
RERC-RES-0043,Resource,Helping Communities Directory,National Park Service,Available,2026-07-13,National,Local governments; Tribes; nonprofits; community and conservation groups,Idea; Planning,parks; trails; rivers; conservation; historic preservation,Program directory,Free,None,Available online,"Links to NPS community assistance, recognition, and funding programs for recreation, conservation, and preservation.",Helps an RERC team find the NPS program that best fits its project.
RERC-RES-0044,Resource,Historic Preservation Grants and Technical Assistance Directory,National Park Service,Available,2026-07-13,National,States; Tribes; local governments; preservation organizations; eligible nonprofits,Planning; Design; Construction,historic preservation; main street; cultural heritage; grants,Funding and assistance directory,Free,None,Program schedules vary,"Links to NPS historic preservation grants and technical assistance for states, Tribes, and local communities.","Can help an RERC community protect historic buildings, cultural places, and main street assets."
RERC-RES-0047,Resource,Outdoor Recreation Legacy Partnership Application Help,National Park Service,Available,2026-07-13,National,Potential ORLP applicants and state lead agencies,Planning; Application,parks; outdoor recreation; grant application; technical assistance,Technical assistance,Free,None,2026 webinars and one-on-one help are listed on the page,"Offers application guidance, webinars, state contacts, and possible one-on-one help for ORLP applicants.",Can improve a community's ORLP application and help first-time applicants understand the process.
RERC-RES-0051,Resource,Rivers Trails and Conservation Assistance Program,National Park Service,Available,2026-07-13,National,Community groups; nonprofits; Tribes; local governments; state and federal agencies,Idea; Planning; Design,parks; trails; rivers; conservation; partnerships; planning,Technical assistance,Free,None,Annual application process; contact the regional program office,Provides NPS planning and facilitation services for locally led conservation and outdoor recreation projects. It does not provide money.,"Can help a community shape a trail, park, river, access, or conservation project and build a working partnership."
RERC-RES-0052,Resource,Rivers Trails and Conservation Assistance Resource Library,National Park Service,Available,2026-07-13,National,Communities; planners; nonprofits; Tribes; park and trail partners,Idea; Planning; Design,parks; trails; rivers; health; workshops; planning,Toolkit library,Free,None,Available online,"Offers case studies, workbooks, river guides, and trail planning toolkits.",Provides practical models that can be used while writing an RERC action plan or carrying out a project.
RERC-RES-0045,Resource,Internet for All Programs,National Telecommunications and Information Administration,Available,2026-07-13,National,States; territories; Tribes; local and regional partners; broadband organizations,Planning; Design; Implementation,broadband; digital access; infrastructure; adoption,Program directory,Free,None,Available online.,Federal broadband program information and planning resources.,"Can help a rural community connect recreation businesses, visitors, residents, and public places to reliable internet."
